symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
KCNC1	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.9914549999999999	No data	-0.8350799779371207	0	0	No data	No data	-0.32906000000000013	1	0.5
KCNS3	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.7454149999999998	No data	-0.5116381687810259	No data	0	No data	No data	0	0.5	0
KCNF1	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.8178150000000002	No data	-0.5940430226144512	-0.17073779750080204	0	No data	No data	0	0.75	0.5
KCNH2	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8144950000000002	No data	-0.6103695532266961	-0.9137578543016966	0	-1	No data	0	0.5	0
KCNS1	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.23004000000000033	No data	0.5248758963044677	No data	0	No data	No data	0	1	0.5
KCNQ1	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.3934899999999999	1	-0.09167126309983453	-0.9432403169533373	0	-1	No data	0	0.5	0
KCNB1	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	0.6853149999999999	No data	-0.8798676227247656	-0.30525744666473287	0	No data	No data	-0.13752999999999993	1	0
KCNS2	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.9056600000000004	No data	-0.2830667402095973	No data	0	No data	No data	0	0.5	0.5
KCNG2	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.38840999999999964	No data	0.9652509652509653	-0.7069835791535952	0	No data	No data	0	0.5	1
KCNQ4	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8417250000000003	No data	-0.5661334804191946	-0.12612758426523707	0	No data	No data	0	0.5	0
KCNV1	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.7799999999999997	No data	-0.9682294539437397	-0.1165157129738259	0	No data	No data	0	1	1
KCNA5	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.3148449999999997	No data	0.36525096525096523	-0.7450871099269613	0	No data	No data	0	0.75	0
KCNC2	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.8824449999999999	No data	-0.4835079977937121	-0.30987603255488133	0	No data	No data	-0.12617499999999993	1	0.5
KCNB2	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	No data	No data	-0.8428019856591284	-0.24702891011917832	0	No data	No data	-0.04225999999999992	0.5	0.5
KCNQ2	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.7534399999999998	1	-0.8907887479316051	-0.9046359692420127	0	No data	No data	0	1	0.5
KCNA10	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.6868899999999997	No data	0.10998345284059563	0	0	No data	No data	0	No data	No data
KCNG3	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.7935800000000001	No data	-0.03408714837286264	0	0	No data	No data	0	0.5	1
KCNC4	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.7044750000000001	No data	-0.2810810810810811	No data	0	No data	No data	-0.15734749999999983	0.5	0
KCNC3	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.6103050000000003	No data	-0.4987313844456701	-0.20740786302009984	0	No data	No data	0	0.5	0
KCNH1	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.7168849999999999	No data	-0.6592388306674021	-0.05373224667943238	0	No data	No data	-0.32254749999999993	1	0.5
KCNA6	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	0.6408299999999997	No data	-0.20330943188086048	-0.1250770947412433	0	No data	No data	-0.12571000000000013	1	0.5
S1PR2	0.5769617177016125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9423779142111337	No data	No data	No data	No data	No data	No data	0.13360601830396573	No data	No data	1	0	0	1	1	0	0.53258	0	-0.2312189740761169	-0.9095921458069245	0	No data	No data	0	-1	0
S1PR3	0.5750819733222733	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9423779142111337	No data	No data	No data	No data	No data	No data	0.07176528292013042	No data	No data	1	1	0	1	1	0	0.3783050000000003	1	0.4755653612796471	-0.7215446031873476	0	No data	No data	0	-1	-1
S1PR5	0.5747802900349189	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9423779142111337	No data	No data	No data	No data	No data	No data	0.061840360921127636	No data	No data	1	1	0	1	1	0	0.2462299999999999	No data	No data	0	0	No data	No data	0	0.5	0
S1PR4	0.5736081353312372	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9423779142111337	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.011340736534122868	No data	1	0	0	1	1	0	0.10155999999999991	1	0.9282956425813569	0	0	No data	No data	0	0.5	0
IL6ST	0.5684329356379751	0.16664232163140297	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8915860004448433	No data	No data	No data	No data	No data	No data	0.08020959281239586	No data	No data	1	1	1	0	1	1	0	No data	-0.8252619966905681	-0.9650922449321303	0	No data	-1	0	-1	-1
CD52	0.5674473256298209	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9255622912723447	No data	No data	No data	No data	No data	No data	0.1475817548805373	0.020987262412415372	No data	1	1	0	0	0	0	0	No data	0.8400441257584115	0	0	No data	No data	No data	1	0
GABBR1	0.5667522144842352	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9315044440759785	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	1	0	0	1	1	0	0.9323599999999999	No data	-0.8164368450082735	-0.8742291563168311	0	No data	No data	0	1	0
GABBR2	0.5662902396658793	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9315044440759785	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8565350000000003	No data	-0.802757859900717	-0.7199579708498954	0	No data	No data	0	1	0.5
MC2R	0.5635038507159157	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9269210458324441	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.42760999999999993	No data	0.5953667953667954	-0.8040525637959164	0	-1	No data	0	1	0.5
IL6R	0.5562890497855479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.894236316036283	No data	No data	No data	No data	No data	No data	0.41633860215838503	No data	No data	1	1	1	0	0	0	0	No data	-0.0058466629895200795	-0.8533623799972719	0	-1	No data	0	0.5	-1
NDUFA8	0.5547540005739409	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.865457038266544	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.33139499999999983	No data	0.2445670159955875	-0.6891059635184138	0	No data	No data	No data	0.5	-1
NDUFS5	0.5545273385516982	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.8648140049855001	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	0	0	0	No data	0.21919470490899062	0	-1	No data	No data	No data	-1	-1
NDUFV2	0.5531510615898204	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.8628203253537947	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.5783149999999999	No data	-0.5637065637065637	-0.4025292816482848	0	No data	No data	No data	0.5	-1
NDUFS1	0.5495881265394404	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.8569595677406294	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.7042650000000001	No data	-0.22713734142305575	-0.6618650751880195	0	No data	No data	0	0.5	-1
CD19	0.5438475558909381	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8749385530646681	No data	No data	No data	No data	No data	No data	0.39298760688246076	No data	No data	1	1	0	0	0	0	0	No data	-0.5354660783232212	-0.7054171617850924	0	No data	No data	No data	0.75	0.5
NDUFS2	0.537447586155348	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.8367191092120806	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	1	0	0.6220300000000002	0	-0.44875896304467733	-0.6344264618669704	0	No data	No data	No data	0.5	-1
NDUFA9	0.5292359832707936	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.8234818374650712	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.31417539988968557	-0.7183575696040686	0	No data	No data	No data	-1	-1
GSK3B	0.5237156410448378	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	0.8434018784372057	No data	No data	No data	No data	No data	0.12925412046892618	No data	No data	1	0	0	1	1	1	0.9523800000000001	1	-0.6749034749034749	-0.9268291152231067	0	-1	No data	-0.4523800000000001	-1	-1
NDUFAB1	0.5232452947786155	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.8136276097869971	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.29487000000000024	No data	-0.5523441809156096	No data	-1	No data	No data	0	0.5	-1
NDUFB7	0.5232412572334532	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.8133006744240491	No data	No data	No data	No data	No data	No data	0.014413225848271854	No data	1	0	0	0	0	0	0.12409000000000034	No data	0.976061776061776	0	0	No data	No data	No data	-1	-1
TNFSF14	0.5071622827483494	0.8168375984505052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.09934093462570136	No data	No data	0.5	0	1	0	0	0	0	No data	-0.08604522890237176	0	0	No data	No data	0	0.75	0
NDUFB9	0.495708312628908	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.768331365119196	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.3296100000000003	No data	0.3357970215113073	-0.551243653830459	-1	No data	No data	No data	0.5	-1
CD86	0.49549562290130944	0.7656088020453744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16253705352810702	No data	No data	No data	No data	No data	No data	0.39643243765643493	No data	No data	1	1	0	0	0	0	0	No data	-0.6261445118587976	-0.3219251137133483	0	No data	No data	0	0.5	0
NDUFC2	0.49346868282668904	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.7646473441565834	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.006839492553778248	0	0	No data	No data	No data	-1	-1
NDUFA6	0.4905908313578468	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.375	No data	0.6993932708218422	-0.7276503966677363	0	No data	No data	No data	-1	-1
NDUFS8	0.4905908313578468	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.5	No data	-0.32586872586872584	-0.7183575696040686	0	No data	No data	No data	-1	-1
NDUFA5	0.48951845963324486	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.7581495269560674	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.13793000000000005	No data	0.6111417539988968	No data	0	No data	No data	No data	0.5	-1
TOP2A	0.4788848423648022	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7877292024786342	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.47746500000000014	No data	-0.7694429123000551	-0.6399472362188768	-1	-1	No data	-0.25375499999999995	0.5	0
GRIN1	0.4784897047087863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6400984969245106	0.5815977542462042	No data	No data	No data	No data	No data	0.07115829986044024	No data	No data	1	1	0	1	1	0	0.9520249999999997	No data	-0.60419194704909	-0.9385901742958247	0	-1	No data	0	1	0.5
NDUFC1	0.4771271958042822	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.7377668388645211	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.7186982901268615	No data	0	No data	No data	No data	0.75	-1
GABRP	0.47696301831288285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.754171407962707	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	0	0	0.636365	No data	0.5623827909542196	0	0	No data	No data	0	0.5	-1
NDUFV1	0.4712212137124808	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.728051946783047	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.7952599999999996	No data	0.2111417539988969	-0.6285074818796199	0	No data	No data	No data	-1	-1
SCN3A	0.46983589004684334	0.6500193808079647	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4896787800969464	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0.7399999999999999	No data	-0.8473248758963045	-0.4580197190296931	0	No data	No data	-0.6925000000000001	0.5	0.5
NDUFB4	0.465425693028968	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.7185187553305302	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.28803088803088794	No data	0	No data	No data	No data	0.5	-1
IMPDH1	0.4506461691990836	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7366432570392815	No data	No data	No data	No data	No data	No data	0.09270944663577223	No data	No data	1	0	0	1	1	0	0.20700999999999964	0	-0.3452840595697738	0	0	-1	No data	-0.2821375	0.5	-1
IMPDH2	0.44782812280711276	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7366432570392815	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.9416350000000001	0	-0.3387755102040816	-0.5346493706516381	0	-1	No data	-0.5768474999999998	-1	-1
SLC18A2	0.43504514734280914	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	0.6776205582007524	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.6206249999999998	No data	-0.4647545504688362	-0.912641429885285	0	-1	No data	-0.09046749999999992	0.5	0
PDGFRA	0.43357357700059923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5454490211904267	0.5752332974331604	No data	No data	No data	No data	No data	0.07200264819045639	No data	No data	1	1	0	1	1	0	0.5913699999999998	0	-0.9141753998896855	-0.9757977924805769	0	No data	-1	0	0.5	-1
BTK	0.42058240773501776	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6689142726507262	No data	No data	No data	No data	No data	No data	0.4582370389322786	No data	No data	1	1	0	1	1	1	0.9165399999999998	1	No data	-0.5995433845199712	0	-1	-1	0	0.5	0
SLC6A3	0.4174981849836994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5665811227204322	0.47462246124321905	No data	No data	No data	No data	No data	0.06822334506530414	No data	No data	1	0	0	1	1	0	0.67742	0	-0.8035300606729179	-0.877566895217158	0	-1	No data	-0.16129	1	1
HRH1	0.40690247959685133	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6670143888868376	No data	No data	No data	No data	No data	No data	0.04618585365188288	No data	No data	1	1	0	1	1	0	0	0	0.19106453392167677	-0.812605562087891	0	-1	No data	0	-1	0
HLA-DRB1	0.4017568713075546	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.7883835152731425	No data	No data	0.75	1	0	0	1	0	0	No data	0.9235521235521236	0	0	-1	No data	-0.718045	0.5	0
NDUFB6	0.39847811455330073	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.607930797611621	No data	No data	No data	No data	No data	No data	0.020892359867642013	No data	1	0	0	0	0	0	0	No data	0.9526751241036955	No data	0	No data	No data	No data	-1	-1
NDUFB10	0.39819586768667137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.040699999999999646	No data	0.7256480970766686	No data	-1	No data	No data	No data	0.75	-1
GRIN2A	0.39723856084945797	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6534272690412953	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.7643450000000002	1	-0.9111969111969112	-0.3220483859011447	0	-1	-1	0	1	0.5
GRIN2C	0.39116827898608336	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6400984969245106	No data	No data	No data	No data	No data	No data	0.06687238773727831	No data	No data	1	1	0	1	1	0	0.4444450000000003	No data	0.33667953667953676	-0.17073779750080204	0	-1	No data	0	1	0.5
GRIN2B	0.39116827898608336	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6400984969245106	No data	No data	No data	No data	No data	No data	0.06687238773727831	No data	No data	1	1	0	1	1	0	0.9258749999999999	0	-0.9940430226144512	-0.9036090904800023	0	-1	No data	0	1	1
GRIN3A	0.39005953942202926	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6400984969245106	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	1	0	1	1	0	0.6681600000000003	No data	-0.506784335355764	0	0	-1	No data	0	1	0.5
GRIN3B	0.3891355897853175	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6400984969245106	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	No data	0.8228350799779371	-0.2780188477560344	0	-1	No data	0	0.5	0.5
GRIN2D	0.3891355897853175	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6400984969245106	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8315849999999998	No data	-0.5156094870380585	-0.5879137193497569	0	-1	No data	0	0.5	0.5
GABRB1	0.38805884741893687	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9050649999999998	No data	-0.6136789851075566	-0.302505674061726	0	No data	No data	-0.47784750000000004	0.5	0.5
PTGS2	0.3864039991261141	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.626721252748173	No data	No data	No data	No data	No data	No data	0.1776796992019888	No data	No data	1	0	0	1	1	0	0.3377499999999998	0	-0.8618863761720905	-0.9746906083086682	0	-1	No data	-0.027317500000000015	0.5	0
PTGS1	0.38280552015189895	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6257713608769049	No data	No data	No data	No data	No data	No data	0.07829304324907663	No data	No data	1	0	0	1	1	0	0.4741250000000001	1	-0.253392167677882	-0.9396768567376201	0	-1	No data	-0.040067499999999964	0.5	0
RYR1	0.37974330068853107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6231290675519116	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	1	0	0.7876150000000003	No data	-0.5138444567015996	-0.9536497377634812	0	-1	No data	-0.1291174999999999	0.75	0
RYR3	0.3788193510518193	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6231290675519116	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.7987699999999996	No data	-0.7620518477661334	-0.2363859029494636	0	No data	No data	-0.22998000000000013	0.5	0
VDR	0.3746033369547912	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6017271219573539	No data	No data	No data	No data	No data	No data	0.28933845079947607	No data	No data	1	0	0	1	1	1	0.4028100000000002	0	-0.4177606177606178	-0.959527199762138	0	-1	No data	0	1	0
C5	0.3669404562487413	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5933742324021427	No data	No data	No data	No data	No data	No data	0.2042991040006661	No data	No data	1	0	1	1	1	0	0	No data	-0.3190292333149476	-0.5723828680709955	0	No data	No data	0	1	0
SLC6A2	0.366178029050764	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6017271219573539	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	1	1	0	0.7163699999999998	0	-0.6671814671814672	-0.8540901114029333	0	-1	No data	-0.1693674999999999	0.5	0.5
NDUFS4	0.36113659201631415	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.546971103159634	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.4	No data	0.6965250965250964	-0.9211005013496032	0	No data	No data	0	-1	-1
NDUFA7	0.3461802450095112	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.5223690480152624	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.5575200000000002	No data	0.9178157749586322	-0.4025292816482848	0	No data	No data	No data	-1	-1
NDUFS6	0.34525539819383033	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.5208477452299547	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.7108659680088252	-0.9267852223592232	0	No data	No data	No data	0.5	-1
KIT	0.34138033671894835	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5579116025414649	No data	No data	No data	No data	No data	No data	0.07266258586717964	No data	No data	1	1	0	1	1	1	0.13934500000000014	0	-0.9308328736900165	-0.9830854663871282	0	-1	-1	0	0.5	0
PDGFRB	0.3401283440480901	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5579116025414649	No data	No data	No data	No data	No data	No data	0.03147392834968165	No data	No data	1	0	0	1	1	0	0.2721499999999999	1	-0.6833976833976834	-0.9833156589750258	0	-1	No data	0	-1	0
SLC6A4	0.3384273527669037	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5530481561605719	No data	No data	No data	No data	No data	No data	0.07278282604739131	No data	No data	1	0	0	1	1	0	0.6269849999999998	1	-0.770876999448428	-0.9473079979499779	0	-1	No data	0	0.75	0.5
ADRA2B	0.33395087084558955	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	0.5284734430464738	No data	No data	No data	No data	No data	0.08336448646649121	No data	No data	1	0	0	1	1	0	0.1666649999999997	1	0.7192498621070049	-0.8410205508349435	0	-1	No data	0	-1	0
FGFR3	0.3338792829619645	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5454490211904267	No data	No data	No data	No data	No data	No data	0.07514093584873924	No data	No data	1	0	1	1	1	0	0.4354849999999999	1	-0.7324875896304468	-0.9424787278833985	0	-1	-1	-0.17804000000000003	0.5	0
ADORA2B	0.33049720579071296	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	0.43725491826573115	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.38252999999999987	1	0.6159955874241589	-0.9180459726736481	0	-1	No data	0	0.5	0
TRPV1	0.32980418213800833	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5386942345502975	No data	No data	No data	No data	No data	No data	0.07617204024407609	No data	No data	1	1	0	1	1	0	0.3444600000000001	0	0.4622173193601764	-0.9135447712769725	0	-1	No data	0	0.5	-1
