feature	GeneSymbol	hgnc_id	chr	start	end
ENSG00000249669	MIR143HG	42872.0	5	148786252	148808241
ENSG00000269936	MIR145	31532.0	5	148809849	148812397
ENSG00000113712	CSNK1A1	2451.0	5	148871760	148931007
ENSG00000183111	ARHGEF37	34430.0	5	148931510	149014531
ENSG00000155846	PPARGC1B	30022.0	5	149109861	149234585
ENSG00000132915	PDE6A	8785.0	5	149237519	149324356
ENSG00000155850	SLC26A2	10994.0	5	149340300	149373018
ENSG00000164296	TIGD6	18332.0	5	149372681	149380730
ENSG00000113716	HMGXB3	28982.0	5	149379884	149432386
ENSG00000182578	CSF1R	2433.0	5	149432854	149492935
ENSG00000113721	PDGFRB	8804.0	5	149493400	149535435
ENSG00000113722	CDX1	1805.0	5	149546358	149564120
ENSG00000011083	SLC6A7	11054.0	5	149569520	149602351
ENSG00000070808	CAMK2A	1460.0	5	149599054	149669854
ENSG00000183876	ARSI	32521.0	5	149675906	149718870
ENSG00000070814	TCOF1	11654.0	5	149737202	149779871
ENSG00000019582	CD74	1697.0	5	149781200	149792492
ENSG00000164587	RPS14	10387.0	5	149822753	149829319
ENSG00000070614	NDST1	7680.0	5	149865381	149937773
ENSG00000171992	SYNPO	30672.0	5	149980642	150038782
ENSG00000164591	MYOZ3	18565.0	5	150040436	150058927
ENSG00000086589	RBM22	25503.0	5	150070356	150080669
ENSG00000132912	DCTN4	15518.0	5	150088002	150138671
ENSG00000256235	SMIM3	30248.0	5	150157508	150176296
ENSG00000237693	IRGM	29597.0	5	150226085	150280298
ENSG00000145908	ZNF300	13091.0	5	150273954	150284545
ENSG00000211445	GPX3	4555.0	5	150400124	150408554
ENSG00000145901	TNIP1	16903.0	5	150409506	150473138
ENSG00000197043	ANXA6	544.0	5	150480273	150537443
ENSG00000198624	CCDC69	24487.0	5	150560613	150603706
ENSG00000196743	GM2A	4367.0	5	150591711	150650001
ENSG00000186334	SLC36A3	19659.0	5	150656323	150683327
ENSG00000186335	SLC36A2	18762.0	5	150694539	150727151
ENSG00000123643	SLC36A1	18761.0	5	150816607	150871942
ENSG00000086570	FAT2	3596.0	5	150883654	150948505
ENSG00000113140	SPARC	11219.0	5	151040657	151066726
ENSG00000177556	ATOX1	798.0	5	151121877	151152093
ENSG00000145907	G3BP1	30292.0	5	151150606	151192346
ENSG00000145888	GLRA1	4326.0	5	151202074	151304403
ENSG00000132911	NMUR2	16454.0	5	151771093	151812929
ENSG00000155511	GRIA1	4571.0	5	152869175	153193429
ENSG00000055147	FAM114A2	1333.0	5	153369688	153418496
ENSG00000037749	MFAP3	7034.0	5	153418466	153600038
ENSG00000164574	GALNT10	19873.0	5	153570290	153800544
ENSG00000245275	SAP30L-AS1	26760.0	5	153708997	153825410
ENSG00000164576	SAP30L	25663.0	5	153825517	153840614
ENSG00000113196	HAND1	4807.0	5	153854532	153857824
ENSG00000155506	LARP1	29531.0	5	154092462	154197167
ENSG00000170271	FAXDC2	1334.0	5	154198051	154238812
ENSG00000155508	CNOT8	9207.0	5	154237113	154256353
ENSG00000082516	GEMIN5	20043.0	5	154266976	154317769
ENSG00000082515	MRPL22	14480.0	5	154320630	154348971
ENSG00000226650	KIF4B	6322.0	5	154393260	154397685
ENSG00000170624	SGCD	10807.0	5	155297354	156194799
ENSG00000145850	TIMD4	25132.0	5	156346293	156390266
ENSG00000113249	HAVCR1	17866.0	5	156456424	156486130
ENSG00000135077	HAVCR2	18437.0	5	156512843	156569880
ENSG00000155868	MED7	2378.0	5	156564423	156586030
ENSG00000113263	ITK	6171.0	5	156569944	156682201
ENSG00000170613	FAM71B	28397.0	5	156588857	156593275
ENSG00000055163	CYFIP2	13760.0	5	156693089	156822606
ENSG00000172568	FNDC9	33547.0	5	156768608	156772729
ENSG00000135074	ADAM19	197.0	5	156822542	157002783
ENSG00000172548	NIPAL4	28018.0	5	156887027	156901725
ENSG00000039600	SOX30	30635.0	5	157052687	157098488
ENSG00000187658	C5orf52	35121.0	5	157098561	157107151
ENSG00000113272	THG1L	26053.0	5	157158205	157168456
ENSG00000155858	LSM11	30860.0	5	157170703	157187717
ENSG00000113282	CLINT1	23186.0	5	157212751	157286183
ENSG00000164330	EBF1	3126.0	5	158122928	158526769
ENSG00000145860	RNF145	20853.0	5	158584417	158637061
ENSG00000164332	UBLCP1	28110.0	5	158690089	158713044
ENSG00000113302	IL12B	5970.0	5	158741791	158757895
ENSG00000170214	ADRA1B	278.0	5	159343790	159399551
ENSG00000113312	TTC1	12391.0	5	159436120	159492550
ENSG00000170234	PWWP2A	29406.0	5	159488808	159546430
ENSG00000170231	FABP6	3561.0	5	159614374	159665742
ENSG00000135083	CCNJL	25876.0	5	159678659	159772403
ENSG00000145861	C1QTNF2	14325.0	5	159774758	159797648
ENSG00000221886	C5orf54	30804.0	5	159820155	159827104
ENSG00000164609	SLU7	16939.0	5	159828648	159848718
ENSG00000164611	PTTG1	9690.0	5	159848829	159855748
ENSG00000253522	MIR146A	31533.0	5	159895275	159914433
ENSG00000118322	ATP10B	13543.0	5	159990127	160279221
ENSG00000145864	GABRB2	4082.0	5	160715436	160976050
ENSG00000145863	GABRA6	4080.0	5	160974069	161129599
ENSG00000022355	GABRA1	4075.0	5	161274197	161326975
ENSG00000113327	GABRG2	4087.0	5	161494546	161582542
ENSG00000113328	CCNG1	1592.0	5	162864575	162873157
ENSG00000170584	NUDCD2	30535.0	5	162873532	162887146
ENSG00000072571	HMMR	5012.0	5	162887209	162918947
ENSG00000038274	MAT2B	6905.0	5	162930120	162946342
ENSG00000145934	TENM2	29943.0	5	166711804	167691162
ENSG00000113645	WWC1	29435.0	5	167718656	167899308
ENSG00000113643	RARS	9870.0	5	167913450	167946304
ENSG00000188573	FBLL1	35458.0	5	167956121	167957639
ENSG00000120137	PANK3	19365.0	5	167975500	168006605
ENSG00000184347	SLIT3	11087.0	5	168088745	168728133
ENSG00000040275	SPDL1	26010.0	5	169010638	169031782
ENSG00000134516	DOCK2	2988.0	5	169064251	169510386
ENSG00000204767	FAM196B	37271.0	5	169291268	169407744
ENSG00000168269	FOXI1	3815.0	5	169532901	169536727
ENSG00000234511	C5orf58	37272.0	5	169659451	169679579
ENSG00000043462	LCP2	6529.0	5	169673241	169725231
ENSG00000182132	KCNIP1	15521.0	5	169780491	170163636
ENSG00000145936	KCNMB1	6285.0	5	169801675	169816681
ENSG00000253348	MIR4454	41553.0	5	170174051	170215654
ENSG00000094755	GABRP	4089.0	5	170190354	170241051
ENSG00000204764	RANBP17	14428.0	5	170288874	170727019
ENSG00000164438	TLX3	13532.0	5	170736288	170739138
ENSG00000181163	NPM1	7910.0	5	170814120	170838141
ENSG00000156427	FGF18	3674.0	5	170846660	170884627
ENSG00000185662	SMIM23	34440.0	5	171212876	171221602
ENSG00000072803	FBXW11	13607.0	5	171288553	171433877
ENSG00000072786	STK10	11388.0	5	171469077	171615390
ENSG00000214360	EFCAB9	34530.0	5	171621176	171630456
ENSG00000168246	UBTD2	24463.0	5	171636644	171711075
ENSG00000174705	SH3PXD2B	29242.0	5	171752185	171881527
ENSG00000214357	NEURL1B	35422.0	5	172068269	172118543
ENSG00000120129	DUSP1	3064.0	5	172195093	172198198
ENSG00000113719	ERGIC1	29205.0	5	172261278	172379688
ENSG00000037241	RPL26L1	17050.0	5	172385732	172396774
ENSG00000113732	ATP6V0E1	863.0	5	172410760	172462448
ENSG00000164463	CREBRF	24050.0	5	172483355	172566291
ENSG00000113734	BNIP1	1082.0	5	172571445	172591390
ENSG00000183072	NKX2-5	2488.0	5	172659112	172662360
ENSG00000113739	STC2	11374.0	5	172741716	172756506
ENSG00000145919	BOD1	25114.0	5	173034517	173043663
ENSG00000113742	CPEB4	21747.0	5	173315283	173388979
ENSG00000185056	C5orf47	27026.0	5	173400782	173433143
ENSG00000120149	MSX2	7392.0	5	174151536	174157896
ENSG00000184845	DRD1	3020.0	5	174867042	174871211
ENSG00000164466	SFXN1	16085.0	5	174904065	174956745
ENSG00000113749	HRH2	5183.0	5	175085033	175113245
ENSG00000145920	CPLX2	2310.0	5	175223313	175311023
ENSG00000051596	THOC3	19072.0	5	175344876	175461683
ENSG00000182230	FAM153B	27323.0	5	175487692	175559261
ENSG00000170085	SIMC1	24779.0	5	175665365	175772994
ENSG00000122203	KIAA1191	29209.0	5	175773064	175788971
ENSG00000175414	ARL10	22042.0	5	175792471	175828866
ENSG00000048162	NOP16	26934.0	5	175810949	175815976
ENSG00000146066	HIGD2A	28311.0	5	175815748	175816772
ENSG00000175416	CLTB	2091.0	5	175819456	175843570
ENSG00000113194	FAF2	24666.0	5	175874629	175937075
ENSG00000146083	RNF44	19180.0	5	175953698	175965026
ENSG00000074276	CDHR2	18231.0	5	175969512	176022975
ENSG00000169258	GPRIN1	24835.0	5	176022803	176037134
ENSG00000074317	SNCB	11140.0	5	176047085	176057530
ENSG00000175766	EIF4E1B	33179.0	5	176057683	176073642
ENSG00000048140	TSPAN17	13594.0	5	176074388	176086058
ENSG00000113763	UNC5A	12567.0	5	176237478	176307897
ENSG00000160883	HK3	4925.0	5	176307870	176326333
ENSG00000087206	UIMC1	30298.0	5	176332006	176449634
ENSG00000113761	ZNF346	16403.0	5	176449697	176508190
ENSG00000160867	FGFR4	3691.0	5	176513887	176525145
ENSG00000165671	NSD1	14234.0	5	176560026	176727216
ENSG00000169228	RAB24	9765.0	5	176728199	176730745
ENSG00000213347	MXD3	14008.0	5	176728462	176739758
ENSG00000169230	PRELID1	30255.0	5	176730775	176733960
ENSG00000169223	LMAN2	16986.0	5	176758563	176778853
ENSG00000169220	RGS14	9996.0	5	176784838	176799602
ENSG00000131183	SLC34A1	11019.0	5	176806236	176825849
ENSG00000196570	PFN3	18627.0	5	176827108	176827637
ENSG00000131187	F12	3530.0	5	176829141	176836577
ENSG00000198055	GRK6	4545.0	5	176830205	176869902
ENSG00000246334	PRR7-AS1	27961.0	5	176865504	176874700
ENSG00000131188	PRR7	28130.0	5	176873446	176883283
ENSG00000113758	DBN1	2695.0	5	176883609	176901402
ENSG00000196923	PDLIM7	22958.0	5	176910395	176924607
ENSG00000146094	DOK3	24583.0	5	176928908	176938275
ENSG00000183258	DDX41	18674.0	5	176938578	176944470
ENSG00000146067	FAM193B	25524.0	5	176946789	176981542
ENSG00000184840	TMED9	24878.0	5	177019159	177023125
ENSG00000027847	B4GALT7	930.0	5	177027101	177037348
ENSG00000170074	FAM153A	29940.0	5	177134982	177210399
ENSG00000175325	PROP1	9455.0	5	177419236	177423243
ENSG00000204677	FAM153C	33936.0	5	177433406	177482560
ENSG00000145911	N4BP3	29852.0	5	177540444	177553088
ENSG00000145916	RMND5B	26181.0	5	177557997	177577566
ENSG00000145912	NHP2	14377.0	5	177576461	177580968
ENSG00000197451	HNRNPAB	5034.0	5	177631508	177638164
ENSG00000175309	PHYKPL	28249.0	5	177635498	177659792
ENSG00000050767	COL23A1	22990.0	5	177664619	178017556
ENSG00000113240	CLK4	13659.0	5	178029665	178057616
ENSG00000169131	ZNF354A	11628.0	5	178138593	178157703
ENSG00000178338	ZNF354B	17197.0	5	178286954	178315123
ENSG00000198939	ZFP2	26138.0	5	178322895	178360213
ENSG00000178187	ZNF454	21200.0	5	178368192	178393434
ENSG00000113262	GRM6	4598.0	5	178405328	178423207
ENSG00000234284	ZNF879	37273.0	5	178450753	178462065
ENSG00000177932	ZNF354C	16736.0	5	178487416	178510538
ENSG00000087116	ADAMTS2	218.0	5	178537852	178772431
ENSG00000176783	RUFY1	19760.0	5	178977559	179037027
ENSG00000169045	HNRNPH1	5041.0	5	179041179	179061785
ENSG00000204661	C5orf60	27753.0	5	179068545	179072047
ENSG00000204659	CBY3	33278.0	5	179105584	179107975
ENSG00000127022	CANX	1473.0	5	179105629	179157926
ENSG00000161021	MAML1	13632.0	5	179159851	179223512
ENSG00000213316	LTC4S	6719.0	5	179220981	179223648
ENSG00000161013	MGAT4B	7048.0	5	179224597	179233952
ENSG00000161011	SQSTM1	11280.0	5	179233388	179265078
ENSG00000161010	C5orf45	30817.0	5	179261436	179289173
ENSG00000197226	TBC1D9B	29097.0	5	179289066	179334859
ENSG00000113269	RNF130	18280.0	5	179338651	179499118
ENSG00000146090	RASGEF1C	27400.0	5	179527795	179636153
ENSG00000050748	MAPK9	6886.0	5	179660143	179719099
ENSG00000131459	GFPT2	4242.0	5	179727690	179780387
ENSG00000113300	CNOT6	14099.0	5	179921412	180005405
ENSG00000161055	SCGB3A1	18384.0	5	180017103	180018540
ENSG00000037280	FLT4	3767.0	5	180028506	180076624
ENSG00000174339	OR2Y1	14837.0	5	180166042	180167099
ENSG00000131446	MGAT1	7044.0	5	180217541	180242652
ENSG00000245060	LINC00847	45050.0	5	180257957	180262726
ENSG00000196670	ZFP62	23241.0	5	180274611	180288286
ENSG00000113303	BTNL8	26131.0	5	180326077	180377906
ENSG00000168903	BTNL3	1143.0	5	180415845	180433727
ENSG00000165810	BTNL9	24176.0	5	180467225	180488523
ENSG00000185372	OR2V1	8280.0	5	180551357	180552304
ENSG00000182613	OR2V2	15341.0	5	180581943	180582890
ENSG00000146054	TRIM7	16278.0	5	180620924	180632293
ENSG00000146063	TRIM41	19013.0	5	180649499	180662809
ENSG00000204628	GNB2L1	4399.0	5	180663909	180675096
ENSG00000183718	TRIM52	19024.0	5	180681417	180688119
ENSG00000248275	TRIM52-AS1	49006.0	5	180688213	180699308
ENSG00000230178	OR4F3	8300.0	5	180794269	180795263
ENSG00000170590	LINC00266-3	21112.0	6	131910	144885
ENSG00000112679	DUSP22	16077.0	6	291630	351355
ENSG00000137265	IRF4	6119.0	6	391739	411447
ENSG00000112685	EXOC2	24968.0	6	485133	693117
ENSG00000188996	HUS1B	16485.0	6	655939	656963
ENSG00000164379	FOXQ1	20951.0	6	1312675	1314992
ENSG00000137273	FOXF2	3810.0	6	1390069	1395832
ENSG00000054598	FOXC1	3800.0	6	1610681	1614127
ENSG00000112699	GMDS	4369.0	6	1624041	2245926
ENSG00000250903	GMDS-AS1	48993.0	6	2245982	2482256
ENSG00000164385	C6orf195	21600.0	6	2622147	2634837
ENSG00000145949	MYLK4	27972.0	6	2663863	2751200
ENSG00000124535	WRNIP1	20876.0	6	2765648	2787186
ENSG00000021355	SERPINB1	3311.0	6	2832566	2842240
ENSG00000170542	SERPINB9	8955.0	6	2887500	2903514
ENSG00000124570	SERPINB6	8950.0	6	2948393	2972090
ENSG00000244041	LINC01011	33812.0	6	2988201	2991407
ENSG00000124588	NQO2	7856.0	6	2988221	3019996
ENSG00000137275	RIPK1	10019.0	6	3064225	3115421
ENSG00000137274	BPHL	1094.0	6	3118608	3153812
ENSG00000137267	TUBB2A	12412.0	6	3153903	3157760
ENSG00000137285	TUBB2B	30829.0	6	3224495	3231964
ENSG00000180822	PSMG4	21108.0	6	3231637	3303607
ENSG00000137266	SLC22A23	21106.0	6	3269196	3457256
ENSG00000168994	PXDC1	21361.0	6	3722848	3752260
ENSG00000145945	FAM50B	18789.0	6	3849620	3851551
ENSG00000112739	PRPF4B	17346.0	6	4021501	4065217
ENSG00000145975	FAM217A	21362.0	6	4049668	4087578
ENSG00000185689	C6orf201	21620.0	6	4079440	4131185
ENSG00000198721	ECI2	14601.0	6	4115923	4135831
ENSG00000153046	CDYL	1811.0	6	4706393	4955785
ENSG00000124787	RPP40	20992.0	6	4994966	5004297
ENSG00000219607	PPP1R3G	14945.0	6	5085720	5087455
ENSG00000214113	LYRM4	21365.0	6	5102827	5261172
ENSG00000145982	FARS2	21062.0	6	5261277	5771813
ENSG00000124785	NRN1	17972.0	6	5998232	6007200
ENSG00000124491	F13A1	3531.0	6	6144318	6321246
ENSG00000216863	LY86-AS1	26593.0	6	6346698	6623004
ENSG00000112799	LY86	16837.0	6	6588341	6655216
ENSG00000124782	RREB1	10449.0	6	7107830	7252213
ENSG00000124783	SSR1	11323.0	6	7268539	7347679
ENSG00000164304	CAGE1	21622.0	6	7326889	7389976
ENSG00000124784	RIOK1	18656.0	6	7389729	7418270
ENSG00000096696	DSP	3052.0	6	7541808	7586950
ENSG00000168566	SNRNP48	21368.0	6	7590432	7612200
ENSG00000153162	BMP6	1073.0	6	7727030	7881655
ENSG00000239264	TXNDC5	21073.0	6	7881483	8026646
ENSG00000259040	BLOC1S5-TXNDC5	42001.0	6	7881755	8064597
ENSG00000188428	BLOC1S5	18561.0	6	8013800	8064647
ENSG00000265818	EEF1E1-BLOC1S5	49187.0	6	8015959	8102763
ENSG00000124802	EEF1E1	3212.0	6	8073593	8102811
ENSG00000124786	SLC35B3	21601.0	6	8413301	8435794
ENSG00000251164	HULC	34232.0	6	8652370	8654079
ENSG00000181355	OFCC1	21017.0	6	9596343	10211841
ENSG00000137203	TFAP2A	11742.0	6	10393419	10419892
ENSG00000229950	TFAP2A-AS1	40579.0	6	10409573	10416679
ENSG00000183674	LINC00518	28626.0	6	10429488	10435107
ENSG00000111846	GCNT2	4204.0	6	10492456	10629601
ENSG00000205318	GCNT6	21623.0	6	10633993	10647501
ENSG00000137434	C6orf52	20881.0	6	10671651	10695030
ENSG00000111845	PAK1IP1	20882.0	6	10694928	10710015
ENSG00000111843	TMEM14C	20952.0	6	10723148	10731362
ENSG00000137210	TMEM14B	21384.0	6	10747992	10852986
ENSG00000153157	SYCP2L	21537.0	6	10748027	10979553
ENSG00000111837	MAK	6816.0	6	10762956	10838764
ENSG00000124827	GCM2	4198.0	6	10873456	10882174
ENSG00000197977	ELOVL2	14416.0	6	10980992	11044547
ENSG00000230314	ELOVL2-AS1	44156.0	6	11043757	11078459
ENSG00000224531	SMIM13	27356.0	6	11094266	11138964
ENSG00000244476	ERVFRD-1	33823.0	6	11102722	11111965
ENSG00000111859	NEDD9	7733.0	6	11183531	11382581
ENSG00000205269	TMEM170B	34244.0	6	11537938	11583757
ENSG00000111863	ADTRP	21214.0	6	11712287	11807279
ENSG00000095951	HIVEP1	4920.0	6	12008995	12165232
ENSG00000078401	EDN1	3176.0	6	12290596	12297427
ENSG00000112137	PHACTR1	20990.0	6	12717893	13288645
ENSG00000145979	TBC1D7	21066.0	6	13266774	13328815
ENSG00000145990	GFOD1	21096.0	6	13358062	13487894
ENSG00000237786	GFOD1-AS1	40956.0	6	13486526	13487084
ENSG00000124523	SIRT5	14933.0	6	13574816	13614790
ENSG00000225921	NOL7	21040.0	6	13615559	13632971
ENSG00000010017	RANBP9	13727.0	6	13621730	13711796
ENSG00000050393	MCUR1	21097.0	6	13786789	13814800
ENSG00000180537	RNF182	28522.0	6	13924677	13980533
ENSG00000112149	CD83	1703.0	6	14117872	14137149
ENSG00000226673	LINC01108	49234.0	6	14280358	14285376
ENSG00000008083	JARID2	6196.0	6	15246527	15522252
ENSG00000235488	JARID2-AS1	40314.0	6	15248046	15248865
ENSG00000047579	DTNBP1	17328.0	6	15523032	15663289
ENSG00000007944	MYLIP	21155.0	6	16129356	16148479
ENSG00000137198	GMPR	4376.0	6	16238811	16295780
ENSG00000124788	ATXN1	10548.0	6	16299343	16761722
ENSG00000230873	STMND1	44668.0	6	17102489	17131603
ENSG00000112183	RBM24	21539.0	6	17281577	17294106
ENSG00000112186	CAP2	20039.0	6	17393447	17558023
ENSG00000137414	FAM8A1	16372.0	6	17600586	17611950
ENSG00000124789	NUP153	8062.0	6	17615269	17706656
ENSG00000137177	KIF13A	14566.0	6	17759414	17987854
ENSG00000187566	NHLRC1	21576.0	6	18120718	18122851
ENSG00000137364	TPMT	12014.0	6	18128542	18155305
ENSG00000165097	KDM1B	21577.0	6	18155560	18224084
ENSG00000124795	DEK	2768.0	6	18224099	18265054
ENSG00000137393	RNF144B	21578.0	6	18368779	18469105
ENSG00000172201	ID4	5363.0	6	19837617	19840915
ENSG00000172197	MBOAT1	21579.0	6	20100935	20212670
ENSG00000112242	E2F3	3115.0	6	20402398	20493941
ENSG00000145996	CDKAL1	21050.0	6	20534688	21232635
ENSG00000124766	SOX4	11200.0	6	21593972	21598847
ENSG00000272168	CASC15	28245.0	6	21665003	22214734
ENSG00000260455	CASC14	49075.0	6	22135186	22147422
ENSG00000172179	PRL	9445.0	6	22287480	22297730
ENSG00000112273	HDGFL1	21095.0	6	22569678	22571892
ENSG00000152954	NRSN1	17881.0	6	24126350	24155128
ENSG00000146038	DCDC2	18141.0	6	24171984	24358280
ENSG00000146049	KAAG1	21031.0	6	24357131	24358512
ENSG00000124532	MRS2	13785.0	6	24403153	24425810
ENSG00000112293	GPLD1	4459.0	6	24424793	24495433
ENSG00000112294	ALDH5A1	408.0	6	24495080	24537435
ENSG00000137261	KIAA0319	21580.0	6	24544332	24646383
ENSG00000111802	TDP2	17768.0	6	24650205	24667261
ENSG00000112304	ACOT13	20999.0	6	24667263	24705293
ENSG00000112308	C6orf62	20998.0	6	24705089	24721064
ENSG00000112312	GMNN	17493.0	6	24775159	24786327
ENSG00000260286	C6orf229	49394.0	6	24797549	24799117
ENSG00000111913	FAM65B	13872.0	6	24797601	25042238
ENSG00000079691	LRRC16A	21581.0	6	25279306	25620758
ENSG00000079689	SCGN	16941.0	6	25652464	25702011
ENSG00000164508	HIST1H2AA	18729.0	6	25726291	25726790
ENSG00000146047	HIST1H2BA	18730.0	6	25727137	25727573
ENSG00000146039	SLC17A4	10932.0	6	25754927	25781419
ENSG00000124568	SLC17A1	10929.0	6	25783125	25832287
ENSG00000124564	SLC17A3	10931.0	6	25833294	25882514
ENSG00000112337	SLC17A2	10930.0	6	25912982	25930946
ENSG00000112343	TRIM38	10059.0	6	25963030	25987384
ENSG00000124610	HIST1H1A	4715.0	6	26017260	26018040
ENSG00000198366	HIST1H3A	4766.0	6	26020718	26021186
ENSG00000196176	HIST1H4A	4781.0	6	26021907	26022278
ENSG00000124529	HIST1H4B	4789.0	6	26027124	26027480
ENSG00000124693	HIST1H3B	4776.0	6	26031817	26032288
ENSG00000137259	HIST1H2AB	4734.0	6	26033320	26033796
ENSG00000196226	HIST1H2BB	4751.0	6	26043455	26043885
ENSG00000196532	HIST1H3C	4768.0	6	26045639	26046097
ENSG00000187837	HIST1H1C	4716.0	6	26055968	26056699
ENSG00000010704	HFE	4886.0	6	26087509	26098571
ENSG00000197061	HIST1H4C	4787.0	6	26104104	26104518
ENSG00000187475	HIST1H1T	4720.0	6	26107640	26108364
ENSG00000180596	HIST1H2BC	4757.0	6	26115101	26124154
ENSG00000180573	HIST1H2AC	4733.0	6	26124373	26139344
ENSG00000168298	HIST1H1E	4718.0	6	26156559	26157343
ENSG00000158373	HIST1H2BD	4747.0	6	26158349	26171577
ENSG00000197697	HIST1H2BE	4753.0	6	26183958	26184454
ENSG00000188987	HIST1H4D	4782.0	6	26188938	26189304
ENSG00000197409	HIST1H3D	4767.0	6	26197068	26199521
ENSG00000196866	HIST1H2AD	4729.0	6	26199079	26199471
ENSG00000197846	HIST1H2BF	4752.0	6	26199748	26200942
ENSG00000198518	HIST1H4E	4790.0	6	26204858	26206266
ENSG00000187990	HIST1H2BG	4746.0	6	26216428	26216872
ENSG00000168274	HIST1H2AE	4724.0	6	26217165	26217711
ENSG00000196966	HIST1H3E	4769.0	6	26225383	26225844
ENSG00000124575	HIST1H1D	4717.0	6	26234440	26235216
ENSG00000198327	HIST1H4F	4783.0	6	26240561	26240976
ENSG00000124578	HIST1H4G	4792.0	6	26246886	26247259
ENSG00000256316	HIST1H3F	4773.0	6	26250370	26250835
ENSG00000197459	HIST1H2BH	4755.0	6	26251879	26252303
ENSG00000256018	HIST1H3G	4772.0	6	26271146	26271612
ENSG00000168242	HIST1H2BI	4756.0	6	26273144	26273622
ENSG00000158406	HIST1H4H	4788.0	6	26281283	26285762
ENSG00000186470	BTN3A2	1139.0	6	26365387	26378546
ENSG00000124508	BTN2A2	1137.0	6	26383324	26395102
ENSG00000026950	BTN3A1	1138.0	6	26402465	26415444
ENSG00000111801	BTN3A3	1140.0	6	26440700	26453643
ENSG00000112763	BTN2A1	1136.0	6	26458150	26476849
ENSG00000124557	BTN1A1	1135.0	6	26501449	26510650
ENSG00000228223	HCG11	17707.0	6	26522076	26526807
ENSG00000182952	HMGN4	4989.0	6	26538633	26546482
ENSG00000146109	ABT1	17369.0	6	26597180	26600278
ENSG00000181315	ZNF322	23640.0	6	26636518	26659980
ENSG00000224843	LINC00240	18772.0	6	26924771	26991703
ENSG00000124635	HIST1H2BJ	4761.0	6	27093676	27100541
ENSG00000196787	HIST1H2AG	4737.0	6	27100832	27103070
ENSG00000197903	HIST1H2BK	13954.0	6	27106073	27114619
ENSG00000198339	HIST1H4I	4793.0	6	27107076	27108418
ENSG00000184825	HIST1H2AH	13671.0	6	27114861	27115317
ENSG00000112812	PRSS16	9480.0	6	27215480	27224403
ENSG00000158553	POM121L2	13973.0	6	27253682	27279949
ENSG00000124613	ZNF391	18779.0	6	27342394	27371683
ENSG00000096654	ZNF184	12975.0	6	27418522	27440897
ENSG00000185130	HIST1H2BL	4748.0	6	27775257	27775709
ENSG00000196747	HIST1H2AI	4725.0	6	27775899	27776429
ENSG00000203813	HIST1H3H	4775.0	6	27777842	27778314
ENSG00000182611	HIST1H2AJ	4727.0	6	27782112	27782607
ENSG00000196374	HIST1H2BM	4750.0	6	27782822	27783267
ENSG00000197238	HIST1H4J	4785.0	6	27791884	27792257
ENSG00000197914	HIST1H4K	4784.0	6	27798952	27799305
ENSG00000184348	HIST1H2AK	4726.0	6	27805658	27806117
ENSG00000233822	HIST1H2BN	4749.0	6	27806323	27823487
ENSG00000198374	HIST1H2AL	4730.0	6	27833034	27833606
ENSG00000184357	HIST1H1B	4719.0	6	27834570	27835359
ENSG00000182572	HIST1H3I	4771.0	6	27839623	27840099
ENSG00000198558	HIST1H4L	4791.0	6	27840926	27841289
ENSG00000197153	HIST1H3J	4774.0	6	27858093	27860884
ENSG00000233224	HIST1H2AM	4735.0	6	27860477	27860963
ENSG00000196331	HIST1H2BO	4758.0	6	27861203	27861669
ENSG00000168131	OR2B2	13966.0	6	27878963	27880174
ENSG00000124657	OR2B6	8241.0	6	27925019	27925960
ENSG00000197279	ZNF165	12953.0	6	28048753	28057341
ENSG00000269293	ZSCAN16-AS1	48982.0	6	28089573	28105071
ENSG00000196812	ZSCAN16	20813.0	6	28092338	28097860
ENSG00000198315	ZKSCAN8	12983.0	6	28109688	28127250
ENSG00000137185	ZSCAN9	12984.0	6	28192664	28201260
ENSG00000187626	ZKSCAN4	13854.0	6	28212401	28227011
ENSG00000189134	NKAPL	21584.0	6	28227098	28228736
ENSG00000137338	PGBD1	19398.0	6	28249314	28270326
ENSG00000235109	ZSCAN31	14097.0	6	28292470	28324048
ENSG00000189298	ZKSCAN3	13853.0	6	28317691	28336947
ENSG00000158691	ZSCAN12	13172.0	6	28346732	28367511
ENSG00000187987	ZSCAN23	21193.0	6	28399707	28411279
ENSG00000198704	GPX6	4558.0	6	28471073	28495992
ENSG00000224586	GPX5	4557.0	6	28493702	28502729
ENSG00000232040	SCAND3	13851.0	6	28539407	28583989
ENSG00000235570	LINC00533	18690.0	6	28616063	28616843
ENSG00000224157	HCG14	18323.0	6	28864307	28865099
ENSG00000204713	TRIM27	9975.0	6	28870779	28891766
ENSG00000204709	C6orf100	21195.0	6	28911654	28912314
ENSG00000227214	HCG15	18361.0	6	28953980	28955261
ENSG00000244349	HCG16	20424.0	6	28954577	28956313
ENSG00000197935	ZNF311	13847.0	6	28962562	28973093
ENSG00000204704	OR2W1	8281.0	6	29011990	29013017
ENSG00000204703	OR2B3	8238.0	6	29053985	29055090
ENSG00000204702	OR2J1	8259.0	6	29068386	29069658
ENSG00000204701	OR2J3	8261.0	6	29079668	29080603
ENSG00000204700	OR2J2	8260.0	6	29141311	29142351
ENSG00000204695	OR14J1	13971.0	6	29274403	29275519
ENSG00000243729	OR5V1	13972.0	6	29323007	29399744
